
***** Observations ORDER 1 *****
19|29.20 -> 10 : 1.0
10|19.29 -> 20 : 0.5
10|19.29 -> 19 : 0.5
41|31.30 -> 31 : 0.6666666666666666
41|31.30 -> 42 : 0.3333333333333333
31|41.31 -> 30 : 0.5
31|41.31 -> 21 : 0.5
30|31.41 -> 31 : 1.0
30|31.21 -> 31 : 0.5
30|31.21 -> 39 : 0.5
0|9.0 -> 9 : 0.5
0|9.0 -> 90 : 0.5
90|99.90 -> 99 : 0.5
90|99.90 -> 91 : 0.5
91|90.99 -> 1 : 0.5
91|90.99 -> 92 : 0.5
1|0.1 -> 2 : 1.0
4|14.13 -> 5 : 0.5
4|14.13 -> 3 : 0.5
0|9.8 -> 1 : 1.0
1|0.9 -> 11 : 1.0
48|47.48 -> 58 : 0.5
48|47.48 -> 38 : 0.5
48|47.57 -> 47 : 1.0
19|29.39 -> 29 : 1.0
19|29.19 -> 10 : 1.0
90|99.9 -> 91 : 1.0


***** Observations ORDER 4 *****
20|10.19.18 -> 29 : 1
10|19.29.20 -> 20 : 1
20|10.19.29 -> 30 : 1
41|31.30.20 -> 31 : 1
31|41.31.30 -> 30 : 1
31|41.31.30 -> 21 : 1
41|31.30.31 -> 31 : 1
41|31.30.31 -> 42 : 1
30|31.21.31 -> 31 : 1
0|9.0.10 -> 9 : 1
0|9.0.9 -> 90 : 1
90|99.90.0 -> 99 : 1
90|99.90.99 -> 91 : 1
91|90.99.90 -> 1 : 1
4|14.13.3 -> 5 : 1
4|14.13.3 -> 3 : 1
30|31.21.20 -> 39 : 1
48|47.48.49 -> 58 : 1
48|47.48.47 -> 38 : 1
10|19.29.19 -> 19 : 1
91|90.99.9 -> 92 : 1


***** Distributions ORDER 4 *****
20|10.19.18 -> 29 : 1.0
10|19.29.20 -> 20 : 1.0
20|10.19.29 -> 30 : 1.0
41|31.30.20 -> 31 : 1.0
31|41.31.30 -> 30 : 0.5
31|41.31.30 -> 21 : 0.5
41|31.30.31 -> 31 : 0.5
41|31.30.31 -> 42 : 0.5
30|31.21.31 -> 31 : 1.0
0|9.0.10 -> 9 : 1.0
0|9.0.9 -> 90 : 1.0
90|99.90.0 -> 99 : 1.0
90|99.90.99 -> 91 : 1.0
91|90.99.90 -> 1 : 1.0
4|14.13.3 -> 5 : 0.5
4|14.13.3 -> 3 : 0.5
30|31.21.20 -> 39 : 1.0
48|47.48.49 -> 58 : 1.0
48|47.48.47 -> 38 : 1.0
10|19.29.19 -> 19 : 1.0
91|90.99.9 -> 92 : 1.0


***** Observations ORDER 5 *****
31|41.31.30.20 -> 30 : 1
41|31.30.31.41 -> 31 : 1
31|41.31.30.31 -> 21 : 1
41|31.30.31.21 -> 42 : 1
4|14.13.3.2 -> 5 : 1
4|14.13.3.93 -> 3 : 1


***** Distributions ORDER 5 *****
31|41.31.30.20 -> 30 : 1.0
41|31.30.31.41 -> 31 : 1.0
31|41.31.30.31 -> 21 : 1.0
41|31.30.31.21 -> 42 : 1.0
4|14.13.3.2 -> 5 : 1.0
4|14.13.3.93 -> 3 : 1.0


***** Observations ORDER 1 *****
68 -> 69 : 2
68 -> 78 : 1
68 -> 58 : 2
68 -> 67 : 1
69 -> 68 : 1
69 -> 59 : 1
78 -> 88 : 1
88 -> 98 : 1
98 -> 99 : 1
98 -> 8 : 1
99 -> 9 : 2
9 -> 8 : 2
9 -> 0 : 1
9 -> 99 : 1
8 -> 9 : 2
8 -> 98 : 1
8 -> 7 : 1
0 -> 1 : 1
1 -> 2 : 1
2 -> 3 : 1
2 -> 92 : 1
3 -> 4 : 1
3 -> 93 : 1
3 -> 2 : 1
4 -> 14 : 1
4 -> 3 : 1
14 -> 15 : 1
15 -> 25 : 1
25 -> 35 : 1
35 -> 45 : 1
45 -> 46 : 1
46 -> 56 : 1
46 -> 36 : 1
56 -> 57 : 2
56 -> 46 : 1
57 -> 67 : 1
57 -> 56 : 2
57 -> 58 : 1
67 -> 68 : 1
67 -> 57 : 1
58 -> 68 : 3
58 -> 48 : 1
59 -> 49 : 2
59 -> 58 : 1
49 -> 40 : 2
49 -> 39 : 1
40 -> 30 : 1
40 -> 50 : 1
40 -> 41 : 1
30 -> 40 : 1
30 -> 20 : 1
50 -> 59 : 2
39 -> 49 : 1
41 -> 51 : 2
51 -> 41 : 1
51 -> 50 : 1
48 -> 47 : 2
47 -> 48 : 1
47 -> 57 : 1
36 -> 37 : 1
37 -> 27 : 1
27 -> 28 : 1
28 -> 18 : 1
18 -> 19 : 1
18 -> 8 : 1
19 -> 10 : 1
19 -> 18 : 1
10 -> 11 : 1
11 -> 21 : 1
21 -> 20 : 1
21 -> 22 : 1
20 -> 21 : 1
20 -> 29 : 1
22 -> 32 : 1
32 -> 31 : 1
31 -> 30 : 1
29 -> 19 : 1
7 -> 97 : 1
97 -> 96 : 1
96 -> 95 : 1
95 -> 5 : 1
5 -> 4 : 1
93 -> 3 : 1
93 -> 83
 : 1
92 -> 93 : 1


***** Distributions ORDER 1 *****
68 -> 69 : 0.3333333333333333
68 -> 78 : 0.16666666666666666
68 -> 58 : 0.3333333333333333
68 -> 67 : 0.16666666666666666
69 -> 68 : 0.5
69 -> 59 : 0.5
78 -> 88 : 1.0
88 -> 98 : 1.0
98 -> 99 : 0.5
98 -> 8 : 0.5
99 -> 9 : 1.0
9 -> 8 : 0.5
9 -> 0 : 0.25
9 -> 99 : 0.25
8 -> 9 : 0.5
8 -> 98 : 0.25
8 -> 7 : 0.25
0 -> 1 : 1.0
1 -> 2 : 1.0
2 -> 3 : 0.5
2 -> 92 : 0.5
3 -> 4 : 0.3333333333333333
3 -> 93 : 0.3333333333333333
3 -> 2 : 0.3333333333333333
4 -> 14 : 0.5
4 -> 3 : 0.5
14 -> 15 : 1.0
15 -> 25 : 1.0
25 -> 35 : 1.0
35 -> 45 : 1.0
45 -> 46 : 1.0
46 -> 56 : 0.5
46 -> 36 : 0.5
56 -> 57 : 0.6666666666666666
56 -> 46 : 0.3333333333333333
57 -> 67 : 0.25
57 -> 56 : 0.5
57 -> 58 : 0.25
67 -> 68 : 0.5
67 -> 57 : 0.5
58 -> 68 : 0.75
58 -> 48 : 0.25
59 -> 49 : 0.6666666666666666
59 -> 58 : 0.3333333333333333
49 -> 40 : 0.6666666666666666
49 -> 39 : 0.3333333333333333
40 -> 30 : 0.3333333333333333
40 -> 50 : 0.3333333333333333
40 -> 41 : 0.3333333333333333
30 -> 40 : 0.5
30 -> 20 : 0.5
50 -> 59 : 1.0
39 -> 49 : 1.0
41 -> 51 : 1.0
51 -> 41 : 0.5
51 -> 50 : 0.5
48 -> 47 : 1.0
47 -> 48 : 0.5
47 -> 57 : 0.5
36 -> 37 : 1.0
37 -> 27 : 1.0
27 -> 28 : 1.0
28 -> 18 : 1.0
18 -> 19 : 0.5
18 -> 8 : 0.5
19 -> 10 : 0.5
19 -> 18 : 0.5
10 -> 11 : 1.0
11 -> 21 : 1.0
21 -> 20 : 0.5
21 -> 22 : 0.5
20 -> 21 : 0.5
20 -> 29 : 0.5
22 -> 32 : 1.0
32 -> 31 : 1.0
31 -> 30 : 1.0
29 -> 19 : 1.0
7 -> 97 : 1.0
97 -> 96 : 1.0
96 -> 95 : 1.0
95 -> 5 : 1.0
5 -> 4 : 1.0
93 -> 3 : 0.5
93 -> 83
 : 0.5
92 -> 93 : 1.0


***** Observations ORDER 2 *****
69|68 -> 68 : 1
69|68 -> 59 : 1
68|69 -> 78 : 1
98|88 -> 99 : 1
9|99 -> 8 : 2
8|9 -> 9 : 1
8|9 -> 98 : 1
9|8 -> 0 : 1
9|8 -> 99 : 1
2|1 -> 3 : 1
3|2 -> 4 : 1
4|3 -> 14 : 1
46|45 -> 56 : 1
56|46 -> 57 : 1
57|56 -> 67 : 1
57|56 -> 58 : 1
67|57 -> 68 : 1
68|67 -> 58 : 1
58|68 -> 68 : 2
68|58 -> 67 : 1
68|58 -> 58 : 1
68|58 -> 69 : 1
67|68 -> 57 : 1
57|67 -> 56 : 1
56|57 -> 57 : 1
56|57 -> 46 : 1
58|57 -> 68 : 1
59|69 -> 49 : 1
49|59 -> 40 : 1
49|59 -> 39 : 1
40|49 -> 30 : 1
40|49 -> 41 : 1
30|40 -> 40 : 1
40|30 -> 50 : 1
59|50 -> 49 : 1
59|50 -> 58 : 1
49|39 -> 40 : 1
51|41 -> 41 : 1
51|41 -> 50 : 1
58|59 -> 48 : 1
47|48 -> 48 : 1
47|48 -> 57 : 1
57|47 -> 56 : 1
46|56 -> 36 : 1
18|28 -> 19 : 1
19|18 -> 10 : 1
21|11 -> 20 : 1
20|21 -> 21 : 1
21|20 -> 22 : 1
30|31 -> 20 : 1
20|30 -> 29 : 1
19|29 -> 18 : 1
18|19 -> 8 : 1
8|18 -> 9 : 1
98|8 -> 8 : 1
8|98 -> 7 : 1
4|5 -> 3 : 1
3|4 -> 93 : 1
93|3 -> 3 : 1
3|93 -> 2 : 1
2|3 -> 92 : 1
93|92 -> 83
 : 1


***** Distributions ORDER 2 *****
69|68 -> 68 : 0.5
69|68 -> 59 : 0.5
68|69 -> 78 : 1.0
98|88 -> 99 : 1.0
9|99 -> 8 : 1.0
8|9 -> 9 : 0.5
8|9 -> 98 : 0.5
9|8 -> 0 : 0.5
9|8 -> 99 : 0.5
2|1 -> 3 : 1.0
3|2 -> 4 : 1.0
4|3 -> 14 : 1.0
46|45 -> 56 : 1.0
56|46 -> 57 : 1.0
57|56 -> 67 : 0.5
57|56 -> 58 : 0.5
67|57 -> 68 : 1.0
68|67 -> 58 : 1.0
58|68 -> 68 : 1.0
68|58 -> 67 : 0.3333333333333333
68|58 -> 58 : 0.3333333333333333
68|58 -> 69 : 0.3333333333333333
67|68 -> 57 : 1.0
57|67 -> 56 : 1.0
56|57 -> 57 : 0.5
56|57 -> 46 : 0.5
58|57 -> 68 : 1.0
59|69 -> 49 : 1.0
49|59 -> 40 : 0.5
49|59 -> 39 : 0.5
40|49 -> 30 : 0.5
40|49 -> 41 : 0.5
30|40 -> 40 : 1.0
40|30 -> 50 : 1.0
59|50 -> 49 : 0.5
59|50 -> 58 : 0.5
49|39 -> 40 : 1.0
51|41 -> 41 : 0.5
51|41 -> 50 : 0.5
58|59 -> 48 : 1.0
47|48 -> 48 : 0.5
47|48 -> 57 : 0.5
57|47 -> 56 : 1.0
46|56 -> 36 : 1.0
18|28 -> 19 : 1.0
19|18 -> 10 : 1.0
21|11 -> 20 : 1.0
20|21 -> 21 : 1.0
21|20 -> 22 : 1.0
30|31 -> 20 : 1.0
20|30 -> 29 : 1.0
19|29 -> 18 : 1.0
18|19 -> 8 : 1.0
8|18 -> 9 : 1.0
98|8 -> 8 : 1.0
8|98 -> 7 : 1.0
4|5 -> 3 : 1.0
3|4 -> 93 : 1.0
93|3 -> 3 : 1.0
3|93 -> 2 : 1.0
2|3 -> 92 : 1.0
93|92 -> 83
 : 1.0


***** Observations ORDER 3 *****
8|9.99 -> 9 : 1
8|9.99 -> 98 : 1
9|8.9 -> 0 : 1
57|56.46 -> 67 : 1
68|58.68 -> 67 : 1
68|58.68 -> 69 : 1
56|57.67 -> 57 : 1
57|56.57 -> 58 : 1
68|58.57 -> 58 : 1
69|68.58 -> 59 : 1
49|59.69 -> 40 : 1
40|49.59 -> 30 : 1
59|50.40 -> 49 : 1
49|59.50 -> 39 : 1
40|49.39 -> 41 : 1
51|41.40 -> 41 : 1
51|41.51 -> 50 : 1
59|50.51 -> 58 : 1
47|48.58 -> 48 : 1
47|48.47 -> 57 : 1
56|57.47 -> 46 : 1
9|8.18 -> 99 : 1


***** Distributions ORDER 3 *****
8|9.99 -> 9 : 0.5
8|9.99 -> 98 : 0.5
9|8.9 -> 0 : 1.0
57|56.46 -> 67 : 1.0
68|58.68 -> 67 : 0.5
68|58.68 -> 69 : 0.5
56|57.67 -> 57 : 1.0
57|56.57 -> 58 : 1.0
68|58.57 -> 58 : 1.0
69|68.58 -> 59 : 1.0
49|59.69 -> 40 : 1.0
40|49.59 -> 30 : 1.0
59|50.40 -> 49 : 1.0
49|59.50 -> 39 : 1.0
40|49.39 -> 41 : 1.0
51|41.40 -> 41 : 1.0
51|41.51 -> 50 : 1.0
59|50.51 -> 58 : 1.0
47|48.58 -> 48 : 1.0
47|48.47 -> 57 : 1.0
56|57.47 -> 46 : 1.0
9|8.18 -> 99 : 1.0


***** Observations ORDER 4 *****
8|9.99.98 -> 9 : 1
68|58.68.67 -> 67 : 1
68|58.68.58 -> 69 : 1
8|9.99.9 -> 98 : 1


***** Distributions ORDER 4 *****
8|9.99.98 -> 9 : 1.0
68|58.68.67 -> 67 : 1.0
68|58.68.58 -> 69 : 1.0
8|9.99.9 -> 98 : 1.0

